sales_agent,account,deal_stage,engage_at,close_at,close_value,year_founded_at,revenue,number_of_employees,sales_price,sales_cycle_duration,company_size,company_age,company_age_category,is_won,engagement_month,engagement_quarter,product_complexity,agent_conversion_rate,agent_avg_deal_value,sector_employment,sector_entertainment,sector_finance,sector_marketing,sector_medical,sector_retail,sector_services,sector_software,sector_technolgy,sector_telecommunications,office_location_Belgium,office_location_Brazil,office_location_China,office_location_Germany,office_location_Italy,office_location_Japan,office_location_Jordan,office_location_Kenya,office_location_Korea,office_location_Norway,office_location_Panama,office_location_Philipines,office_location_Poland,office_location_Romania,office_location_United States,regional_office_Central,regional_office_East,regional_office_West,product_GTK 500,product_GTX Basic,product_GTX Plus Basic,product_GTX Plus Pro,product_GTX Pro,product_MG Advanced,product_MG Special,series_GTK,series_GTX,series_MG
Boris Faz,Konex,Won,2017-09-11,2017-12-30,1140.0,1980.0,7708.38,13756.0,1096,110.0,Enterprise,44.0,Established,1,9.0,3.0,Intermediate,0.5906432748538012,1710.0065359477123,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
Cassey Cress,Zencorporation,Won,2017-09-11,2017-09-21,5245.0,2011.0,40.79,142.0,5482,10.0,Small,13.0,Mature,1,9.0,3.0,Complex,0.5620689655172414,1726.0114942528735,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
Cecily Lampkin,Gogozoom,Won,2017-09-11,2017-12-04,5520.0,2007.0,86.68,187.0,5482,84.0,Small,17.0,Mature,1,9.0,3.0,Complex,0.6294117647058823,1436.25,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False
Darcel Schlecht,Inity,Lost,2017-09-11,2017-11-19,0.0,1986.0,2403.58,8801.0,5482,69.0,Large,38.0,Established,0,9.0,3.0,Complex,0.5693311582381729,2085.3779385171792,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False
Darcel Schlecht,Ron-tech,Lost,2017-09-11,2017-11-14,0.0,1992.0,3922.42,6837.0,4821,64.0,Large,32.0,Established,0,9.0,3.0,Complex,0.5693311582381729,2085.3779385171792,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False
Garret Kinder,Yearin,Lost,2017-09-11,2017-12-23,0.0,2005.0,2261.05,3851.0,55,103.0,Medium,19.0,Mature,0,9.0,3.0,Basic,0.6097560975609756,1607.9105691056911,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True
Gladys Colclough,Streethex,Won,2017-09-11,2017-09-20,53.0,1988.0,1376.8,1165.0,55,9.0,Medium,36.0,Established,1,9.0,3.0,Basic,0.5152671755725191,1489.9741379310344,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
Kami Bicknell,Plusstrip,Won,2017-09-11,2017-12-10,4872.0,2002.0,349.81,315.0,5482,90.0,Small,22.0,Established,1,9.0,3.0,Complex,0.5780730897009967,1163.4411764705883,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
Kary Hendrixson,Doncon,Lost,2017-09-11,2017-11-24,0.0,2010.0,587.72,1501.0,550,74.0,Medium,14.0,Mature,0,9.0,3.0,Basic,0.5618279569892473,1356.113432835821,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
Markita Hansen,Hatfan,Won,2017-09-11,2017-09-21,3138.0,1982.0,792.46,1299.0,3393,10.0,Medium,42.0,Established,1,9.0,3.0,Complex,0.5118110236220472,1448.4229074889868,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
Maureen Marcano,Finjob,Lost,2017-09-11,2017-09-28,0.0,1988.0,2059.9,3644.0,550,17.0,Medium,36.0,Established,0,9.0,3.0,Basic,0.6506550218340611,1645.0469483568074,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
Moses Frase,Bioholding,Won,2017-09-11,2017-12-03,513.0,2012.0,587.34,1356.0,550,83.0,Medium,12.0,Mature,1,9.0,3.0,Basic,0.5972222222222222,1062.4717948717948,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
Reed Clapper,Iselectrics,Lost,2017-09-11,2017-12-28,0.0,2011.0,527.11,1428.0,1096,108.0,Medium,13.0,Mature,0,9.0,3.0,Intermediate,0.6540084388185654,1849.5189873417721,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
Rosie Papadopoulos,Sonron,Engaging,2017-09-11,,,1999.0,1699.85,5108.0,4821,,Large,25.0,Established,0,9.0,3.0,Complex,0.5735294117647058,1902.2231404958677,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
Violet Mclelland,Kan-code,Won,2017-09-11,2017-12-18,644.0,1982.0,11698.03,34288.0,550,98.0,Enterprise,42.0,Established,1,9.0,3.0,Basic,0.5727699530516432,639.5388601036269,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False
Zane Levy,J-Texon,Engaging,2017-09-11,,,1989.0,1388.67,3583.0,1096,,Medium,35.0,Established,0,9.0,3.0,Intermediate,0.5551724137931034,1647.7701149425288,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
Zane Levy,Lexiqvolax,Lost,2017-09-11,2017-11-14,0.0,2004.0,1618.89,3889.0,4821,64.0,Medium,20.0,Mature,0,9.0,3.0,Complex,0.5551724137931034,1647.7701149425288,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
Zane Levy,Newex,Won,2017-09-11,2017-09-19,560.0,1991.0,1012.72,3492.0,550,8.0,Medium,33.0,Established,1,9.0,3.0,Basic,0.5551724137931034,1647.7701149425288,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
Anna Snelling,Treequote,Lost,2017-09-12,2017-12-06,0.0,1988.0,5266.09,8595.0,5482,85.0,Large,36.0,Established,0,9.0,3.0,Complex,0.5488126649076517,818.6190476190476,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False
Anna Snelling,Statholdings,Lost,2017-09-12,2017-11-27,0.0,1997.0,291.27,586.0,3393,76.0,Small,27.0,Established,0,9.0,3.0,Complex,0.5488126649076517,818.6190476190476,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True
Anna Snelling,dambase,Won,2017-09-12,2017-12-26,866.0,1995.0,2173.98,2928.0,1096,105.0,Medium,29.0,Established,1,9.0,3.0,Intermediate,0.5488126649076517,818.6190476190476,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False
Boris Faz,Plussunin,Lost,2017-09-12,2017-09-19,0.0,2003.0,1419.98,4018.0,1096,7.0,Medium,21.0,Established,0,9.0,3.0,Intermediate,0.5906432748538012,1710.0065359477123,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
Corliss Cosme,Kan-code,Lost,2017-09-12,2017-12-01,0.0,1982.0,11698.03,34288.0,55,80.0,Enterprise,42.0,Established,0,9.0,3.0,Basic,0.5859375,1838.585152838428,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True
Darcel Schlecht,Inity,Lost,2017-09-12,2017-11-15,0.0,1986.0,2403.58,8801.0,4821,64.0,Large,38.0,Established,0,9.0,3.0,Complex,0.5693311582381729,2085.3779385171792,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False
Darcel Schlecht,Finhigh,Won,2017-09-12,2017-12-16,626.0,2006.0,1102.43,1759.0,550,95.0,Medium,18.0,Mature,1,9.0,3.0,Basic,0.5693311582381729,2085.3779385171792,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False
Darcel Schlecht,Toughzap,Won,2017-09-12,2017-12-03,4079.0,1995.0,332.43,799.0,4821,82.0,Small,29.0,Established,1,9.0,3.0,Complex,0.5693311582381729,2085.3779385171792,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False
Garret Kinder,Konex,Won,2017-09-12,2017-12-05,3497.0,1980.0,7708.38,13756.0,3393,84.0,Enterprise,44.0,Established,1,9.0,3.0,Complex,0.6097560975609756,1607.9105691056911,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True
Garret Kinder,Opentech,Won,2017-09-12,2017-11-16,3072.0,1994.0,355.23,853.0,3393,65.0,Small,30.0,Established,1,9.0,3.0,Complex,0.6097560975609756,1607.9105691056911,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True
Gladys Colclough,Genco Pura Olive Oil Company,Lost,2017-09-12,2017-12-15,0.0,2007.0,894.33,1635.0,3393,94.0,Medium,17.0,Mature,0,9.0,3.0,Complex,0.5152671755725191,1489.9741379310344,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
Hayden Neloms,Labdrill,Won,2017-09-12,2017-11-26,3473.0,1985.0,2741.37,9226.0,3393,75.0,Large,39.0,Established,1,9.0,3.0,Complex,0.6445783132530121,1790.203947368421,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
Jonathan Berthelot,Conecom,Won,2017-09-12,2017-09-19,530.0,2005.0,1520.66,1806.0,550,7.0,Medium,19.0,Mature,1,9.0,3.0,Basic,0.5958188153310104,1079.1136363636363,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False
Jonathan Berthelot,Gogozoom,Won,2017-09-12,2017-12-16,1066.0,2007.0,86.68,187.0,1096,95.0,Small,17.0,Mature,1,9.0,3.0,Intermediate,0.5958188153310104,1079.1136363636363,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False
Jonathan Berthelot,Cancity,Won,2017-09-12,2017-12-18,64.0,2001.0,718.62,2448.0,55,97.0,Medium,23.0,Established,1,9.0,3.0,Basic,0.5958188153310104,1079.1136363636363,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True
Jonathan Berthelot,Rangreen,Won,2017-09-12,2017-12-25,59.0,1987.0,2938.67,8775.0,55,104.0,Large,37.0,Established,1,9.0,3.0,Basic,0.5958188153310104,1079.1136363636363,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
Kary Hendrixson,Goodsilron,Won,2017-09-12,2017-11-30,1077.0,2000.0,2952.73,5107.0,1096,79.0,Large,24.0,Established,1,9.0,3.0,Intermediate,0.5618279569892473,1356.113432835821,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
Kary Hendrixson,Sunnamplex,Won,2017-09-12,2017-11-21,4999.0,2008.0,894.37,1593.0,4821,70.0,Medium,16.0,Mature,1,9.0,3.0,Complex,0.5618279569892473,1356.113432835821,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
Marty Freudenburg,Betatech,Won,2017-09-12,2017-09-21,72.0,1986.0,647.18,1185.0,55,9.0,Medium,38.0,Established,1,9.0,3.0,Basic,0.5350877192982456,1501.0051546391753,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
Maureen Marcano,Kan-code,Won,2017-09-12,2017-09-20,4870.0,1982.0,11698.03,34288.0,5482,8.0,Enterprise,42.0,Established,1,9.0,3.0,Complex,0.6506550218340611,1645.0469483568074,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
Reed Clapper,Initech,Lost,2017-09-12,2017-09-20,0.0,1994.0,6395.05,20275.0,1096,8.0,Enterprise,30.0,Established,0,9.0,3.0,Intermediate,0.6540084388185654,1849.5189873417721,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
Reed Clapper,Zencorporation,Lost,2017-09-12,2017-12-18,0.0,2011.0,40.79,142.0,4821,97.0,Small,13.0,Mature,0,9.0,3.0,Complex,0.6540084388185654,1849.5189873417721,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
